5	TGD Number	City	State	Tweet URL	Video/Image Filename	Description
139	123a	Los Angeles	CA	https://twitter.com/greg_doucette/status/1267605209745887233	LosAngeles-4EGWIXoyW8_W2pDp.mp4	Different angle of 123 above, showing the officer pushing a woman down with his baton
140	124	Philadelphia	PA	https://twitter.com/greg_doucette/status/1267606765769809920	Philadelphia-PaFRULM7mu5K3lbX.mp4	all-white vigilante groups now roaming the streets
141	124a	Philadelphia	PA	https://twitter.com/greg_doucette/status/1267647334848106501	PhiladelphiaPA.png	All-white vigilante thug force in 124 posing with Philadelphia police force for Instagram
142	125	Richmond	VA	https://twitter.com/greg_doucette/status/1267610821984751618	Richmond-waMkWwg0gnqmcCYB.mp4	"another video where everything was peaceful, it wasn't curfew yet, and police started gassing everyone for sport; ""There was no verbal warning of any kind before the tear gas was launched well ahead of curfew""; UPDATE: https://twitter.com/greg_doucette/status/1267611204060676102"
143	126	Little Rock	AK	https://twitter.com/greg_doucette/status/1267628992175226885	LittleRock-TXlWO4ZkllbjYEiu.mp4	peaceful protestors, kneeling with hands raised, get blown away by LRPD
144	127	Richmond	VA	https://twitter.com/greg_doucette/status/1267638295166582789	NA	no video for this, but a long thread on Richmond police flagrantly violating citizens' constitutional rights; thread URL TBA
145	128	Washington	DC	https://twitter.com/greg_doucette/status/1267645048155496449	WashingtonDC-oJatxaL_pKdoCuCB.mp4	peaceful protestors try to go home to comply with curfew Police block them in until after curfew so they can arrest everyone
146	129	Atlanta	GA	https://twitter.com/greg_doucette/status/1267645435705012224	Atlanta-n0sl-c4XjfQlKpi3.mp4, Atlanta-qebx-dMfnQEdk4g3.mp4, Altanta-2iZirNMbjxGW2Yk.mp4	as with 128 above, police and National Guard are blocking people from leaving, forcing them to stay out until after curfew so they can be arrested
147	130	Omaha	NE	https://twitter.com/greg_doucette/status/1267645954100023296	Omaha-WAQ2Hb2gy1ckGncq.mp4	police shoot protestors with pepperballs, kick several repeatedly after tackling them
148	130a	Omaha	NE	https://twitter.com/greg_doucette/status/1267649720215834626	Omaha-xk1D8yxiB2Ot3FLU.mp4	Different angle of 130 above Omaha police instantly tackle a reporter when he announces he's media (Media are excluded from the Omaha curfew)
149	131	Pittsburgh	PA	https://twitter.com/greg_doucette/status/1267646365557035010	https://m.facebook.com/story.php?story_fbid=2935858916468885&id=100001344162878&sfnsn=mo&d=n&vh=i	police pepperspray and shoot peaceful unarmed protestors as they chant
150	132	Buffalo	NY	https://twitter.com/greg_doucette/status/1267652666227855361	Buffalo-QMq2qaxMdRT1hEUb.mp4	police and National Guard swarm in like Keystone Kops to beat and arrest some people, but then run away as an SUV drives through them and hits at least one officer
151	133	Los Angeles	CA	https://twitter.com/greg_doucette/status/1267653338545491968	LosAngeles-N2klbzxfudpx-iCs.mp4	black store owners call the police to get help with looters. So the police arrest the black store owners who asked for help, (The police do not exist to serve and protect you. They exist to maintain our caste system.)
152	133a	Los Angeles (Van Nuyes)	CA	https://twitter.com/bubbaprog/status/1267641851215036416	VanNuys-EmEn5X1JqTjxU1JJ.mp4	same incident shown in 133, longer look at what happened (starts earlier)
153	134	Washington	DC	https://twitter.com/greg_doucette/status/1267654043482181640	WashingtonDC-AIftWCXIOWhgwWaS.mp4	"borrowing a page from the best authoritarian regimes across the globe – didn't Hosni Mubarak do this in Egypt a few years ago? – the military hovers a helicopter low over a crowd of peaceful protestors as a ""show of strength"""
154	135	Sacramento	CA	https://twitter.com/greg_doucette/status/1267659749195165697	Sacramento-uc0Vpi1eYP1OrP_R.mp4	police open fire on a peaceful crowd – *before* issuing a dispersal order (you'll hear that near the end) – and one of the first things they do is shoot a non-protesting legal observer (and US Navy veteran) in the face
155	136	Washington	DC	https://twitter.com/greg_doucette/status/1267666729699807232	WashingtonDC-oHOxMbZxQGNg32p6.mp4	by now you've probably seen this one on the news, but they decided to gas clergy and other protestors so the Yapping Yam could get a photo op at a church; https://twitter.com/katierogers/status/1267913940337676288
156	137	Riverside	CA	https://twitter.com/greg_doucette/status/1267670735645966338	Riverside-itQVhyRHsEkF1Sue.mp4	police destroying private property while being filmed live on the nightly news
157	138	Seattle	WA	https://twitter.com/greg_doucette/status/1267694239028334592	Seattle-GUE3M5UP8MOKxOWw.mp4	police shoot a teargas canister at a reporter – live on-air as she's reporting
158	138a	Seattle	WA	https://twitter.com/greg_doucette/status/1267915081515442186	Seattle-ph8F4z9wrfuWw6dy.mp4	full video of 138
159	139	Elizabethtown	NC	https://twitter.com/greg_doucette/status/1267696971483054080	https://twitter.com/greg_doucette/status/1267696971483054080/photo/1	"not a video, but the curfew proclamation for a town in rural North Carolina. Notice the first clause of Section III, outlawing alcohol possession in your home. Just a couple weeks ago, alcohol sales were an ""essential service"" during COVID lockdowns"
160	140	Seattle	WA	https://twitter.com/greg_doucette/status/1267835616823255046	Seattle-mbMNKkd4mBDfHQeE.mp4	overhead view of Seattle PD pepper-spraying protestors, then indiscriminately firing flash bang grenades deep into the crowd
161	140a	Seattle	WA	https://twitter.com/greg_doucette/status/1267961459067191297	Seattle-QUIA5DlJ88BJfvBC.mp4	Street-level view of 140 above in Seattle WA. The cops are rioting. [full video is 3:31 long, on IG @ https://instagram.com/tv/CA63KMnlVvu/?igshid=hfp3uoaqe23p]
162	141	Atlanta	GA	https://twitter.com/greg_doucette/status/1267845555654402049	Atlanta-VDNjBeZZLXfb1WqA.mp4	four police team up to arrest a photographer, as the nightly news broadcasts it
163	142	West Philadelphia	PA	https://twitter.com/greg_doucette/status/1267859272639164416	WPhiladelphia-QHaJqL20iTjIyCmK.mp4	police shooting teargas down empty streets for sport? I assume there's a purpose for this
164	143	Joliet	IL	https://twitter.com/greg_doucette/status/1267861168384880650	Joliet-TXb4XdBeB8DRujyR.mp4	Protestors arrested as they're leaving, including one grabbed by the neck and dogpiled by at least 3 cops
165	144	Washington	DC	https://twitter.com/greg_doucette/status/1267861989017161731	NA	video elsewhere in the thread, but here's the @DCist write-up on police pepper-spraying inside a private residence that they didn't have a warrant to enter
166	145	Columbus	OH	https://twitter.com/greg_doucette/status/1267863914290741251	Columbus-HwL1KasltlEIIQUY.mp4	police pepper-spray members of the news media so they'll stop reporting. News media are exempt from the city's curfew
167	145a	Columbus	OH	https://twitter.com/maevewalsh27/status/1267646128289447939	Columbus-lSNbI5yxWlWxRHTj.mp4	Columbus Police began spraying protestors around 10:25 at the corner of High and Lane. @m_p_garrison @sarahszilagy and I were also sprayed despite making them aware we are members of @TheLantern. The press is exempt from the curfew.
168	146	Richmond	VA	https://twitter.com/greg_doucette/status/1267869387916271617	Richmond-orpAgaXrVfqrkZFK.mp4	police fire teargas on peaceful protestors for sport, a half-hour before curfew. (Not sure if this is just an earlier shot of one of the earlier Richmond vids; let me know if so)
169	147	Denver	CO	https://youtu.be/xNLZ7exVxq4	YouTube	"Colorado State Patrol shoot a Denver reporter (who didn't realize at the time that the camera was still recording): ""Below is the raw video. I didn't think we were recording, but we were still streaming back to station after my live shot ended. I got hit about the 1:53 mark. I start video with the ending of my 10 pm live shot so you can understand context. """
170	148	Los Angeles	CA	https://twitter.com/greg_doucette/status/1267898837940809731	LosAngeles-8NoiMDv5oEpWtthb.mp4	police open fire for sport on two guys standing still yards away having a conversation with each other
171	149	Des Moines	IA	https://twitter.com/greg_doucette/status/1267904809514012672	DesMoines-rpbYS9ohyFg_E_Dr.mp4	Just like #112 above, police terrorize and pepper-spray a journalist so she'll stop reporting
172	150	Philadelphia	PA	https://twitter.com/greg_doucette/status/1267908849446653956	Philadelphia-ulpGZFUAvZCsCbw6.mp4	cop pulls down a protestor's mask to pepper-spray her in the face as she's kneeling with her hands up, then the cop sprays another one, then he pushes over a third to make sure he can pepper-spray them in the face too
173	151	Hollywood	CA	https://twitter.com/greg_doucette/status/1267911437596450817	Hollywood-UbN9zpApcq1LpXQb.mp4	"guy is live-streaming his walk home from work when police show up and start arresting everyone. Listen close to the officed's radio. ""You should not be driving past anyone. Stop where you are, and take someone into custody."""
174	152	New York City	NY	https://twitter.com/greg_doucette/status/1267913962697474048	https://www.thedailybeast.com/even-medical-workers-fighting-covid-say-cops-are-attacking-them-at-george-floyd-protests?ref=home	police beat the everlasting sh*t out of a hospital worker as he walks to his hotel. Video in the article; he ended up getting stitches and 2 CT scans at the hospital where he works
175	153	Los Angeles	CA	https://twitter.com/greg_doucette/status/1267916734364860421	https://youtu.be/sUbNNopu1ts	extended montage (15+ minutes) of police violence footage out of LA
176	154	San Luis Obispo	CA	https://twitter.com/greg_doucette/status/1267918152635203585	SanLuisObispo-LqBJ40nmjMJHaS0y.mp4	"police open fire on peaceful protestors with their hands raised. The juxtaposition is striking... Yougn people: ""THIS IS WHAT DEMOCRACY LOOKS LIKE!"" Cops: ::starts shooting::"
177	156	Washington	DC	https://twitter.com/greg_doucette/status/1267963097316233219	WashingtonDC.png	no identifiable insignia, so people don't know who to sue when they get brutalized. (Unless Under Armour became standard issue and I didn't get the memo)
178	155	El Centro	CA	https://twitter.com/greg_doucette/status/1267964835263852546	ElCentro-8ASFD5rearamWm6S.mp4	police casually aiming their guns at kids recording on their phones from the roof
179	155a	El Centro	CA	https://twitter.com/greg_doucette/status/1267974239237345280	ElCentro-yrrCDaxIrVyaGPVe.mp4	Another angle on 155 above
180	157	Denver	CO	https://twitter.com/greg_doucette/status/1267975706258128899	https://twitter.com/elisabeth/status/1267842432605073416	y'all have seen me tag @elisabeth a number of times over the years, who's been working with the city on police use of force. So Denver police shot her 2x. From behind.
181	158	Portland	ME	https://twitter.com/greg_doucette/status/1267976565532614658	Portland.png	Too far away to tell if this is police or a vigilante, but either way they've got snipers casually aiming from hotel rooftops
182	159	Hoover	AL	https://twitter.com/greg_doucette/status/1267977008115572736	https://twitter.com/IanHoppe/status/1267968991424909312 thread, Hoover.png	"when people say ""defund the police,"" this is the type of overreactive Pile of poo they're talking about. 14 high schoolers. 50 cops"
183	160	Athens	GA	https://twitter.com/greg_doucette/status/1267978372249989124		policing firing teargas and bullets near the UGA campus
184	161	Athens	GA	https://twitter.com/greg_doucette/status/1267978682951491585		more indiscriminate teargas use
185	162	Walnut Creek	CA	https://twitter.com/greg_doucette/status/1267981687289532421	WalnutCreek-QJgLCH6kVHLLJ_q3.mp4	police using teargas and bullets on a peaceful protest in broad daylight
186	163	Asheville	NC	https://twitter.com/greg_doucette/status/1267984839254454278	Asheville-sUDySENpvxKI6wAE.mp4	police destroy medical supplies and cut open all the water bottles. Creating a tremendous plastic mess outside of Farm Burger
